order_id,customer_id,product_list,total_price,order_date
749,13,"Sneakers, Watch, Jacket",814.38,01/10/2022 19:23:15
750,9,"Jacket, Sneakers, Jeans, Watch",983.29,01/09/2023 09:46:47
751,10,"T-shirt, Sneakers, Jacket, Watch, Jeans",1062.78,01/08/2023 22:02:04
752,14,"Jeans, Jacket",478.87,01/28/2022 09:11:56
753,10,"Jacket, Jeans, Sneakers",516.5,06/08/2022 06:23:17
754,15,"Sneakers, T-shirt",267.98,06/09/2022 21:02:53
755,15,"Watch, Sneakers, Jacket",887.18,02/17/2022 22:35:56
756,0,"Jeans, T-shirt",772.13,03/09/2023 00:42:29
757,18,"Watch, Jeans, Jacket, Sneakers, T-shirt",1099.61,05/03/2022 18:58:17
758,20,"Watch, Jeans, Sneakers",1186.87,11/02/2022 03:41:41
759,7,Jeans,261.15,01/13/2022 16:53:45
760,12,"Jacket, Watch, Sneakers, Jeans, T-shirt",1014.41,01/28/2022 10:27:59
761,4,"Sneakers, Jeans, Watch",1220.56,10/18/2022 22:01:08
762,0,"Jacket, Jeans, Watch, Sneakers, T-shirt",1667.16,05/09/2022 23:47:43
763,15,"Jacket, Jeans, Sneakers",569.9,12/02/2022 14:06:39
764,15,"Watch, Jacket, Sneakers, T-shirt, Jeans",1003.52,07/27/2022 15:38:02
765,18,"Jeans, Jacket",667.38,06/18/2022 13:36:14
766,0,"Jacket, T-shirt, Jeans, Sneakers",944.09,04/17/2022 11:14:14
767,1,"T-shirt, Jeans, Watch, Sneakers",1276.01,02/20/2022 19:18:48
768,4,Jacket,106.96,01/03/2023 18:03:08
769,20,"Jacket, T-shirt",609.52,10/27/2022 15:38:27
770,7,"Watch, Jeans, Jacket, Sneakers",1524.15,07/02/2022 08:16:41
771,5,"T-shirt, Jacket, Watch",763.32,02/03/2023 19:56:23
772,,"Jacket, T-shirt, Jeans, Watch, Sneakers",1655.73,10/19/2022 04:44:04
773,6,Jacket,167.19,01/2022/01 01:00:00
774,12,"T-shirt, Sneakers",476.49,01/02/2022 17:01:21
775,0,"Watch, Jeans, Sneakers, Jacket",681.42,12/10/2022 01:18:45
776,1,"Jeans, Watch, Jacket, T-shirt",853.12,02/10/2023 20:27:46
777,21,"Sneakers, Jeans, T-shirt, Watch, Jacket",545.93,04/06/2022 09:17:51
778,18,"Jacket, Sneakers, T-shirt, Watch, Jeans",1263.63,06/26/2022 02:27:04
779,3,"Jacket, Watch, Jeans, T-shirt, Sneakers",1289.56,02/08/2022 12:02:42
780,10,"Sneakers, Jacket, Watch, Jeans, T-shirt",870.22,05/23/2022 01:43:35
781,9,"Watch, T-shirt",549.53,05/18/2022 07:48:12
782,11,"T-shirt, Sneakers",167.86,02/24/2022 03:26:55
783,0,Watch,279.34,11/12/2022 12:33:47
784,4,T-shirt,303.55,07/14/2022 02:15:09
785,6,Jacket,191.84,02/05/2022 22:39:24
786,11,"Jeans, Watch",361.63,09/03/2022 10:15:50
787,,"Watch, Jeans, Sneakers",849.8,01/17/2022 02:16:36
788,11,"Jeans, Jacket",608.43,01/26/2022 04:01:49
789,21,"T-shirt, Jeans, Jacket, Watch",1245.99,03/22/2022 21:18:13
790,4,"Jacket, Sneakers, Jeans, T-shirt",1263.59,02/11/2023 04:33:01
791,7,Jeans,480.22,03/29/2022 04:27:58
792,0,"Jeans, Watch, T-shirt, Sneakers",1201.11,12/07/2022 11:18:15
793,7,"Jacket, Sneakers",275.51,12/29/2022 13:55:03
794,20,Jeans,184.62,02/15/2023 08:47:05
795,14,Watch,221.89,06/29/2022 21:37:11
796,9,"Jeans, Jacket, T-shirt",626.09,02/11/2022 15:54:35
797,9,"Sneakers, T-shirt",95.32,05/05/2022 14:08:37
798,5,Jeans,453.58,09/30/2022 00:46:20
799,,"Jeans, Sneakers, Jacket, Watch",1073.49,03/14/2022 22:37:39
800,2,"Sneakers, Jacket, T-shirt, Jeans, Watch",1200.47,07/03/2022 19:42:49
958,20,"Jacket, Watch",721.69,07/13/2022 08:06:30
802,13,"Sneakers, T-shirt, Jeans, Watch, Jacket",1549.08,05/16/2022 10:02:37
803,13,"Watch, Jeans, Jacket, Sneakers, T-shirt",1206.74,05/24/2022 04:01:44
804,4,Jeans,289.89,04/21/2022 01:21:03
805,22,"Sneakers, T-shirt, Jeans, Jacket",1153.07,02/26/2023 10:26:42
806,8,"Watch, Sneakers",587.5,01/2022/01 01:00:00
807,16,"Jeans, Watch, T-shirt, Sneakers, Jacket",1652.72,06/07/2022 20:59:20
808,16,Jacket,206.15,10/01/2022 15:54:23
809,3,Sneakers,140.06,02/10/2022 20:05:39
810,3,"Jeans, Jacket, T-shirt",732.53,10/25/2022 20:35:35
811,22,"Jacket, Jeans, Watch, T-shirt, Sneakers",1505.97,09/27/2022 20:13:46
812,5,"Jacket, Sneakers, Jeans, Watch, T-shirt",1376.39,12/17/2022 17:21:02
813,18,"T-shirt, Jacket, Sneakers, Jeans",1018.3,05/14/2022 20:54:29
814,19,"Watch, Sneakers, Jeans, Jacket, T-shirt",1219.46,02/02/2022 15:57:25
815,7,"Watch, Jacket, Sneakers, T-shirt",10000,04/13/2022 15:58:40
816,10,"Watch, T-shirt, Sneakers",708.84,01/03/2022 20:07:20
817,1,Watch,413.54,01/22/2022 19:17:38
818,11,"T-shirt, Jacket, Jeans, Sneakers",1114.92,04/10/2022 10:44:53
819,4,"Jacket, T-shirt, Jeans, Watch, Sneakers",1272.13,01/2022/01 01:00:00
820,13,"Jeans, Sneakers, Jacket, Watch, T-shirt",1143.03,06/17/2022 07:36:43
821,11,"T-shirt, Jeans",545.51,09/01/2022 04:11:28
822,10,"T-shirt, Jacket, Jeans",1018.9,01/13/2023 22:15:27
823,11,"T-shirt, Sneakers, Watch, Jacket, Jeans",1263.74,12/07/2022 00:28:12
824,20,"T-shirt, Jeans, Watch, Sneakers",1167.33,01/22/2023 21:27:59
825,20,"Sneakers, Jeans, Jacket, T-shirt",704.41,09/07/2022 08:24:07
826,3,"Sneakers, T-shirt, Jacket, Watch",904.75,12/24/2022 15:57:06
827,17,Watch,422.51,12/29/2022 04:32:13
828,3,"Jacket, Sneakers, T-shirt",755.18,04/30/2022 17:21:49
829,8,"Sneakers, Watch, Jacket",694.68,07/18/2022 01:25:50
830,4,"Watch, Sneakers, Jacket",1003.67,07/05/2022 09:14:58
831,16,"Sneakers, Jeans",500.25,06/28/2022 08:53:45
832,19,"T-shirt, Jacket, Watch",1119.56,02/01/2023 10:06:12
833,0,T-shirt,320.93,02/07/2022 11:15:26
834,1,,225.59,08/12/2022 23:01:19
835,13,Jacket,346.97,03/11/2023 23:14:17
836,4,"Jacket, Jeans",468.4,11/24/2022 22:39:13
837,9,Sneakers,156.08,01/02/2023 08:28:34
838,2,"Jacket, Sneakers, T-shirt, Watch",643.14,01/30/2022 03:19:11
839,13,"Sneakers, Watch, Jeans",978.61,01/15/2022 12:26:52
840,8,"Jeans, Watch",559.52,09/09/2022 09:26:02
841,11,"T-shirt, Watch",529.16,12/11/2022 02:57:53
842,12,"Jacket, Watch, T-shirt",1186.51,01/26/2022 18:25:17
843,5,T-shirt,481.28,09/01/2022 23:17:39
844,9,"Sneakers, Jacket",381.87,04/18/2022 13:02:55
845,13,"Watch, Sneakers, T-shirt",898.23,12/21/2022 20:46:38
846,20,"T-shirt, Watch, Jacket",700.73,09/08/2022 12:16:40
847,21,"Jeans, Watch, Jacket",1141.33,01/15/2023 13:25:41
848,16,"Jeans, Jacket, Sneakers, Watch",1157.03,03/06/2022 14:36:47
849,4,"Sneakers, Jacket, T-shirt, Watch",954.65,11/29/2022 18:06:25
850,3,"Jeans, T-shirt",477.96,07/29/2022 05:43:43
851,14,Jacket,433.79,03/09/2023 03:45:12
852,15,"Jacket, Sneakers, T-shirt",802.34,09/19/2022 10:05:46
853,4,"Jacket, Jeans, Watch",927.48,09/27/2022 17:36:42
854,9,"Sneakers, Jacket, T-shirt, Watch",1604.28,02/17/2022 17:48:40
855,16,"Watch, Sneakers, T-shirt, Jacket, Jeans",1357.42,05/19/2022 11:41:41
856,21,"Watch, Jacket, Jeans, T-shirt",1036.05,01/19/2022 02:32:28
857,7,"T-shirt, Watch",794.78,09/09/2022 22:50:30
858,14,"Jacket, Sneakers, Jeans, Watch, T-shirt",1571.57,10/18/2022 13:08:10
859,9,"Jeans, Watch, T-shirt, Jacket",1240.03,10/12/2022 14:11:27
860,11,"Jeans, Jacket, T-shirt, Sneakers",1231.64,01/21/2022 15:21:32
861,14,"Jacket, Sneakers, Jeans, Watch, T-shirt",1196.11,11/08/2022 03:14:54
862,21,"Sneakers, T-shirt, Watch, Jeans",891.98,03/02/2022 16:23:53
863,,Sneakers,286.97,03/10/2023 11:46:03
864,8,"Watch, Jacket, T-shirt, Jeans, Sneakers",1618.7,11/10/2022 10:06:10
865,13,Jacket,360.75,10/31/2022 04:40:25
866,6,"Jeans, Sneakers, T-shirt, Jacket, Watch",1552.27,03/21/2022 20:18:05
867,17,"Sneakers, T-shirt, Jeans, Watch, Jacket",720.0,07/02/2022 00:21:43
868,13,"Watch, Sneakers",721.78,09/01/2022 11:06:56
869,4,"Jeans, Sneakers, Jacket, T-shirt",1074.14,07/29/2022 07:12:07
870,19,"Jeans, Sneakers, T-shirt",879.5,02/02/2022 18:20:56
871,13,"Jacket, Watch, Jeans, T-shirt, Sneakers",1400.77,09/07/2022 20:39:04
872,12,"Jacket, Watch, Sneakers, Jeans",961.79,07/25/2022 03:40:53
873,1,"Watch, Jeans, Sneakers, Jacket",1052.27,09/16/2022 05:56:27
874,15,"Watch, Sneakers, Jacket, Jeans, T-shirt",1238.31,05/17/2022 19:25:30
875,18,"Sneakers, Jeans",448.19,09/21/2022 22:33:47
876,20,"T-shirt, Jacket, Jeans",1090.85,05/06/2022 16:37:47
877,22,"T-shirt, Jacket",399.85,03/02/2022 15:30:08
878,6,"Watch, T-shirt, Sneakers, Jacket",680.63,07/21/2022 16:58:36
879,0,"Watch, Jacket, Sneakers, Jeans",787.73,10/14/2022 01:47:21
880,7,"Watch, Jacket, Sneakers, T-shirt, Jeans",1478.92,11/09/2022 17:31:38
881,17,"T-shirt, Jeans, Sneakers, Jacket, Watch",902.22,04/18/2022 01:20:03
882,6,"Watch, T-shirt, Jacket",763.27,11/27/2022 23:03:09
883,1,Watch,460.57,01/06/2023 17:38:45
884,9,"T-shirt, Watch",637.99,08/22/2022 02:34:37
885,8,"Sneakers, Jacket",552.1,03/26/2022 01:28:35
886,17,Jeans,77.8,02/02/2023 08:10:26
887,4,"Sneakers, Jacket, Jeans, Watch",1126.13,03/07/2022 09:59:07
888,8,"Jeans, Jacket, Watch",793.95,05/28/2022 20:17:46
889,20,,443.08,10/22/2022 23:11:57
890,22,"Jeans, Jacket, T-shirt, Watch, Sneakers",1085.11,01/20/2023 18:57:59
891,7,Sneakers,97.96,07/08/2022 00:44:10
892,9,"Jeans, Watch, Sneakers, Jacket",662.74,11/25/2022 12:45:48
893,15,"Watch, Jacket, Jeans",369.73,12/07/2022 11:58:35
894,21,"Jacket, T-shirt",810.93,11/16/2022 13:12:05
895,12,"Watch, T-shirt, Jacket",870.65,05/20/2022 02:14:17
896,9,"Jacket, Jeans, T-shirt",1179.05,12/27/2022 08:09:58
897,0,"Jeans, T-shirt",451.39,09/14/2022 13:21:32
898,4,Sneakers,289.63,04/15/2022 20:17:32
899,4,"Jacket, Jeans",571.7,03/08/2023 10:08:57
900,22,"Jeans, Sneakers, T-shirt, Watch",1408.26,04/08/2022 15:45:02
901,10,Watch,484.82,01/10/2022 20:02:28
902,20,"Sneakers, Jacket",556.48,10/08/2022 14:15:41
903,8,Jacket,494.75,10/24/2022 15:03:25
904,1,"T-shirt, Jacket, Jeans, Watch",1237.65,03/22/2022 13:55:54
905,14,"Jeans, T-shirt, Watch, Sneakers, Jacket",1496.4,05/07/2022 01:10:32
906,3,"Watch, T-shirt, Sneakers",687.7,01/24/2023 05:43:22
907,7,T-shirt,460.97,07/19/2022 22:54:33
908,8,"Jacket, Watch, Jeans, T-shirt",769.12,01/30/2023 22:03:31
909,9,"Sneakers, Jacket, T-shirt, Jeans, Watch",1316.52,11/20/2022 23:13:04
910,1,"Jeans, T-shirt, Jacket, Watch, Sneakers",934.5,05/26/2022 11:11:04
911,5,"T-shirt, Sneakers, Jeans, Watch, Jacket",1223.87,07/15/2022 00:02:08
912,1,"T-shirt, Jeans",335.02,02/22/2023 01:46:46
913,18,"Sneakers, Watch, T-shirt, Jeans",1009.38,03/26/2022 18:36:26
914,3,"Watch, Sneakers",796.84,02/09/2023 08:22:00
915,14,Watch,360.19,02/14/2023 04:23:56
916,2,"Watch, Sneakers, Jeans, Jacket, T-shirt",1589.04,02/08/2022 19:27:40
917,17,"T-shirt, Jacket, Sneakers, Jeans, Watch",1476.32,05/08/2022 15:40:42
918,3,"Sneakers, T-shirt, Jeans, Jacket",868.43,10/30/2022 10:03:37
919,15,"Jeans, Jacket",397.24,03/19/2022 16:36:18
920,2,Jacket,373.32,09/20/2022 06:39:56
921,9,"Jacket, T-shirt",743.58,02/24/2023 07:48:25
922,14,"T-shirt, Sneakers, Jeans, Watch, Jacket",1167.05,03/05/2022 06:11:37
923,11,"Jeans, Watch, Sneakers",907.72,02/23/2023 17:15:13
924,15,"Watch, T-shirt, Jacket, Sneakers, Jeans",1746.76,06/09/2022 07:53:46
925,3,"T-shirt, Jeans, Watch, Sneakers",1021.04,07/07/2022 01:48:57
926,6,"Jeans, Watch, Sneakers, Jacket, T-shirt",1182.15,03/09/2022 10:26:29
927,21,"Watch, Jacket, Jeans",366.26,11/09/2022 14:24:56
928,22,"Jeans, Watch, Jacket",708.42,08/28/2022 12:11:07
929,9,"Sneakers, T-shirt, Watch",10000,04/09/2022 14:20:37
930,18,"Sneakers, Jeans, Watch",776.98,10/12/2022 14:03:29
931,15,"T-shirt, Jeans, Jacket, Sneakers, Watch",1829.17,07/16/2022 20:04:24
932,0,"Watch, T-shirt, Jacket, Sneakers",701.12,05/03/2022 11:39:51
933,20,"Watch, T-shirt, Jeans",1142.29,09/03/2022 03:15:43
934,5,"Jacket, Sneakers",238.17,06/27/2022 19:51:29
935,9,"Jacket, Watch, Jeans, Sneakers",1148.78,12/25/2022 07:00:44
936,10,"Jeans, Sneakers, Jacket, T-shirt, Watch",1182.27,04/04/2022 23:18:35
937,6,"Watch, T-shirt",484.27,08/28/2022 16:32:20
938,19,"Watch, Jeans, T-shirt",382.16,06/11/2022 08:00:07
939,16,"Watch, Sneakers",42.68,05/28/2022 01:32:15
940,1,T-shirt,35.66,03/13/2023 09:20:57
941,18,"Jeans, Watch, Jacket",760.89,12/30/2022 15:45:23
942,14,"Jeans, Watch",10000,12/08/2022 15:02:08
943,18,"Jeans, Watch, Sneakers",535.22,10/12/2022 13:23:34
944,0,"T-shirt, Sneakers, Jeans, Jacket",1370.74,12/19/2022 17:58:19
945,21,"Jeans, Sneakers, Watch",1004.1,10/23/2022 07:22:14
946,19,"Watch, Jeans, Jacket, Sneakers, T-shirt",955.01,01/03/2023 00:05:10
947,22,Jacket,359.32,12/20/2022 15:25:57
948,11,T-shirt,441.55,06/09/2022 14:37:19
949,14,Jacket,99.6,01/11/2023 03:46:16
950,8,"Jacket, Watch, Jeans",642.55,04/03/2022 22:38:51
951,12,"Jacket, T-shirt, Watch",989.93,09/11/2022 02:15:40
952,20,"Sneakers, Jeans, Watch",610.15,02/26/2023 12:06:19
953,1,Sneakers,260.72,12/28/2022 22:33:05
954,19,"Jeans, T-shirt",10000,11/06/2022 05:40:58
955,11,"Jacket, Watch, T-shirt, Jeans, Sneakers",1363.36,09/05/2022 18:50:15
956,15,"Watch, Jacket",434.94,02/06/2023 00:38:29
957,16,"Jacket, Jeans",405.21,01/02/2023 19:19:46
958,4,"Sneakers, Watch, T-shirt, Jacket",754.27,01/28/2023 22:45:02
959,11,"Jeans, Jacket, Watch",536.56,10/28/2022 16:36:33
960,15,"Jacket, T-shirt, Watch",953.7,12/22/2022 19:53:56
961,10,Jacket,109.6,01/22/2023 18:55:44
962,17,"Sneakers, Jeans, T-shirt",1188.21,12/29/2022 22:23:26
963,9,"Watch, Jacket, Jeans, Sneakers",1084.24,04/01/2022 13:30:11
964,5,"T-shirt, Jeans, Sneakers, Watch, Jacket",1053.35,08/20/2022 11:40:17
965,20,"Sneakers, Jacket, T-shirt",417.86,07/03/2022 17:29:50
966,20,Watch,99.32,03/07/2022 19:41:09
967,16,Jacket,235.43,11/21/2022 05:34:12
968,12,Sneakers,332.96,11/12/2022 10:23:55
969,19,"T-shirt, Watch, Sneakers",784.5,11/11/2022 17:20:05
970,9,Watch,362.48,10/03/2022 20:48:55
971,17,"Jeans, Jacket, T-shirt, Watch, Sneakers",1258.39,02/21/2022 18:54:24
972,8,"Jacket, Jeans",779.77,08/13/2022 10:47:20
973,8,Watch,381.7,08/16/2022 08:15:20
974,17,"T-shirt, Jacket, Sneakers, Watch",1174.98,04/10/2022 16:33:06
975,20,"Sneakers, Jeans, T-shirt, Jacket",737.64,01/2022/01 01:00:00
976,19,T-shirt,167.87,10/03/2022 15:47:39
977,14,Sneakers,84.01,02/27/2023 22:53:06
978,13,Sneakers,493.4,01/24/2022 18:39:50
979,22,Jeans,157.35,12/11/2022 00:34:37
980,4,Jeans,479.54,06/28/2022 01:56:09
981,19,"T-shirt, Jeans, Jacket",886.78,08/24/2022 05:32:13
982,6,"Jacket, T-shirt",453.65,03/04/2023 01:15:13
983,22,Watch,24.02,12/24/2022 10:15:03
984,3,"T-shirt, Jeans, Watch, Jacket, Sneakers",831.28,05/25/2022 17:06:13
985,,"Sneakers, Jeans, T-shirt",992.45,04/18/2022 08:57:42
986,20,"Jacket, Sneakers",420.48,02/04/2023 23:36:45
987,4,"Jeans, Jacket",468.36,01/01/2022 22:41:04
988,19,"Jacket, T-shirt, Jeans",473.99,05/17/2022 05:53:52
989,19,"Jeans, Jacket, Sneakers",537.22,03/12/2023 07:57:45
990,6,Jeans,285.95,10/06/2022 10:37:54
991,20,"Sneakers, Jeans",414.06,12/14/2022 10:26:52
992,11,"Jeans, T-shirt, Jacket, Sneakers",1087.97,10/28/2022 14:48:12
993,3,Watch,440.21,03/13/2023 11:11:27
994,21,Watch,148.61,05/05/2022 20:26:39
995,18,"Jeans, Sneakers, Jacket",950.47,10/05/2022 01:11:00
996,10,"Watch, Jacket, Sneakers, T-shirt, Jeans",1578.12,08/09/2022 15:49:57
997,8,"Jacket, Sneakers",352.92,11/25/2022 09:51:26
998,19,"Jeans, T-shirt, Sneakers, Watch, Jacket",1166.3,01/24/2023 15:34:57
999,13,Sneakers,15.6,05/26/2022 21:36:11
1000,13,"Jeans, Jacket, Watch, T-shirt, Sneakers",885.63,12/24/2022 01:39:08
